aticker,coname,fmonth,fyear,che,ibd,teq,sale,oiadp,ni,dp,amort,avg_annual_mktcap,ticker
A014680,한솔케미칼,12.0,2023,67090723000.0,290083213230.0,941487453300.0,771654641550.0,124144351480.0,108690123230.0,51567047150.0,1479086010.0,2273720000000.0,14680
A009240,한샘,12.0,2023,81947250000.0,269955126620.0,342770354210.0,1966947033810.0,1946608850.0,-62155231500.0,70916883000.0,5281273000.0,1169300000000.0,9240
A214370,케어젠,12.0,2023,31527526000.0,0.0,227298894770.0,79209511670.0,40377972810.0,39929880780.0,4289093000.0,692762000.0,1974480000000.0,214370
A240810,원익IPS,12.0,2023,53989124000.0,9118915650.0,866702595500.0,690337586770.0,-18074991250.0,-13507700940.0,38416048150.0,6698193030.0,1581423000000.0,240810
A009450,경동나비엔,12.0,2023,82771721000.0,115561312280.0,584595249400.0,1204312871750.0,105910537850.0,83148711330.0,43875536000.0,2675492000.0,635827000000.0,9450
A011210,현대위아,12.0,2023,471826000000.0,1460677000000.0,3766754000000.0,8590316000000.0,229216000000.0,52548000000.0,262103000000.0,22399000000.0,1594298000000.0,11210
A010060,OCI홀딩스,12.0,2023,1213823579000.0,1467563640000.0,3814932634000.0,2649691893000.0,531217297000.0,710344635000.0,106774169000.0,2793027000.0,2034970000000.0,10060
A095340,ISC,12.0,2023,267986764000.0,43609627570.0,473452647660.0,140221939900.0,10736706770.0,13583247110.0,7065070850.0,1631537310.0,1145223000000.0,95340
A267270,HD현대건설기계,12.0,2023,427663865000.0,815224264000.0,1771073331000.0,3824966876000.0,257228437000.0,127451683000.0,54213000000.0,12924000000.0,1217002000000.0,267270
A204270,제이앤티씨,12.0,2023,15774074000.0,179283397610.0,355114043880.0,323436932660.0,28538516080.0,17747739470.0,54295531000.0,119374000.0,529219000000.0,204270
A009970,영원무역홀딩스,12.0,2023,1183867829000.0,641418015350.0,4579898926540.0,4355478262330.0,872582133510.0,718736627040.0,96136621000.0,7811783000.0,980349000000.0,9970
A005300,롯데칠성,12.0,2023,247537132000.0,1730276673460.0,1536835578130.0,3224680481800.0,210669752590.0,166513593080.0,173535000000.0,13738000000.0,1360640000000.0,5300
A195940,HK이노엔,12.0,2023,107745394000.0,451206968690.0,1203646389250.0,828908232820.0,65929937880.0,47198998990.0,28497807000.0,10268290000.0,1046798000000.0,195940
A067160,SOOP,12.0,2023,136289810000.0,16501350040.0,293346003260.0,347618262900.0,90309374650.0,74623795680.0,18667073000.0,1421146000.0,897333000000.0,67160
A137400,피엔티,12.0,2023,24624159000.0,131182231160.0,464702755510.0,545413968480.0,76924220010.0,68474478920.0,5387869000.0,220305000.0,1258981000000.0,137400
A007340,DN오토모티브,12.0,2023,442144983000.0,2423283402170.0,1394417748530.0,3269243065110.0,490389697150.0,283445370500.0,54471596000.0,22036208000.0,778594000000.0,7340
A001120,LX인터내셔널,12.0,2023,1138908038000.0,2547104864290.0,3074954894020.0,14514349869120.0,433109594090.0,193358801940.0,246650000000.0,66926000000.0,1213402000000.0,1120
A089860,롯데렌탈,12.0,2023,517269405000.0,4275723452330.0,1365281271280.0,2752292105090.0,305192202980.0,115205052020.0,1057957188000.0,15903896000.0,988387000000.0,89860
A280360,롯데웰푸드,12.0,2023,499142596000.0,1353712654050.0,2142636835870.0,4066391863110.0,177018020650.0,67771271600.0,174579000000.0,16096000000.0,1059884000000.0,280360
A001530,DI동일,12.0,2023,47621391000.0,244305089460.0,605534194410.0,682872127200.0,6304538050.0,5995805540.0,21276264000.0,196880000.0,609481000000.0,1530
A457190,이수스페셜티케미컬,12.0,2023,12449824000.0,95799636090.0,94988539130.0,117528614930.0,-6119544610.0,-6205555770.0,4398505000.0,273002000.0,1242948000000.0,457190
A192080,더블유게임즈,12.0,2023,298475759000.0,49346133310.0,1196725258760.0,582333575000.0,213292020380.0,192894646440.0,7948293000.0,755409000.0,808978000000.0,192080
A103590,일진전기,12.0,2023,56717296000.0,187803707000.0,371142176210.0,1246731647180.0,60756520570.0,34540066650.0,12530580000.0,359278000.0,348476000000.0,103590
A018290,브이티,12.0,2023,49773830000.0,32074234000.0,147316710880.0,295501383550.0,45546613460.0,31690464310.0,5472196000.0,2875991000.0,372561000000.0,18290
A001800,오리온홀딩스,12.0,2023,404731531000.0,111914384330.0,4319813022570.0,2953806265850.0,405463095000.0,290412989560.0,151185050270.0,114477500890.0,968994000000.0,1800
A069960,현대백화점,12.0,2023,164051282000.0,2844095514000.0,6279127722000.0,4207452895000.0,303469763000.0,-39776206000.0,357910111000.0,66086343000.0,1308875000000.0,69960
A001740,SK네트웍스,12.0,2023,337251000000.0,5162595000000.0,2155841000000.0,9133867000000.0,237283000000.0,5459000000.0,781040000000.0,36647000000.0,1243652000000.0,1740
A336260,두산퓨얼셀,12.0,2023,50173401000.0,384110479400.0,512651877530.0,260886184000.0,1641793980.0,-8500099580.0,12313038420.0,3089651250.0,1801553000000.0,336260
A248070,솔루엠,12.0,2023,131852483000.0,349732817280.0,399932287670.0,1951087864180.0,154515562840.0,119406604560.0,37573936330.0,980245660.0,1304431000000.0,248070
A108320,LX세미콘,12.0,2023,184417149000.0,21124455520.0,976763737230.0,1901444975020.0,129035656330.0,101203533000.0,22111476380.0,7272032450.0,1547943000000.0,108320
A300720,한일시멘트,12.0,2023,195623240000.0,682207133560.0,1719218535640.0,1799500983410.0,246515704350.0,177712230980.0,57410499000.0,3167420000.0,848397000000.0,300720
A002840,미원상사,12.0,2023,37421709000.0,549188090.0,377967231780.0,421367350650.0,67238827320.0,61015747620.0,30514076420.0,5587590.0,811768000000.0,2840
A140410,메지온,12.0,2023,40246153000.0,499577390.0,61444362860.0,31720932230.0,-14488566120.0,-12728376380.0,1546417000.0,0.0,853891000000.0,140410
A004000,롯데정밀화학,12.0,2023,460888467000.0,25448850000.0,2383205649080.0,1768621115720.0,154778355080.0,182031600490.0,135429683000.0,3132565000.0,1543093000000.0,4000
A082640,동양생명,12.0,2023,1629702861000.0,200000000000.0,2903979870310.0,1107841740950.0,334329279110.0,270645544250.0,15763000000.0,7249000000.0,672957000000.0,82640
A086900,메디톡스,12.0,2023,33246223000.0,82830126610.0,474482206410.0,221120682590.0,17322328800.0,9689821430.0,12756189000.0,2619530000.0,1589294000000.0,86900
A085620,미래에셋생명,12.0,2023,1366205271000.0,549320998560.0,2910747636560.0,1513682487320.0,169121164890.0,117205082180.0,20851000000.0,13708000000.0,650870000000.0,85620
A298020,효성티앤씨,12.0,2023,100628603000.0,1306674208210.0,1568742666020.0,7526918824210.0,213392972320.0,98706200510.0,247783000000.0,0.0,1648776000000.0,298020
A004490,세방전지,12.0,2023,150621327000.0,169935311860.0,1342203627030.0,1684815345750.0,129915669250.0,118398646060.0,51641665000.0,2291979000.0,732746000000.0,4490
A039200,오스코텍,12.0,2023,7951489000.0,6351993760.0,94717486050.0,4950929990.0,-32655289590.0,-28489780650.0,1809335840.0,47486710.0,854896000000.0,39200
A122870,와이지엔터테인먼트,12.0,2023,96860477000.0,17064675190.0,585158756830.0,569195078740.0,79521713120.0,76984258240.0,13223576970.0,6327758960.0,1212056000000.0,122870
A039130,하나투어,12.0,2023,118664728000.0,137136951440.0,159304079240.0,411611609460.0,34047986430.0,59056762060.0,18826096000.0,9093336000.0,862584000000.0,39130
A376300,디어유,12.0,2023,56838904000.0,4299149610.0,169513453410.0,75691871490.0,28625832890.0,26189623250.0,507092000.0,1371433000.0,929704000000.0,376300
A078130,국일제지,12.0,2023,102960175000.0,58546903370.0,137741720000.0,80712561700.0,-7440382730.0,-21279286740.0,2324021000.0,13501000.0,134283000000.0,78130
A225570,넥슨게임즈,12.0,2023,111473594000.0,22593121050.0,262844332930.0,193272169530.0,12013961590.0,11294417810.0,7824693000.0,1708023000.0,1140797000000.0,225570
A051980,중앙첨단소재,12.0,2023,32396688000.0,32887068000.0,63485739990.0,26295374090.0,46944490.0,-48424231210.0,249796000.0,21738000.0,186639000000.0,51980
A002710,TCC스틸,12.0,2023,25903302000.0,265242448600.0,235047322200.0,624418627120.0,11250766400.0,-8293017780.0,7297706200.0,76508950.0,1038259000000.0,2710
A034230,파라다이스,12.0,2023,688899183000.0,1316878428120.0,1785465087170.0,994199113640.0,145770072270.0,80184040630.0,78514632000.0,4483195000.0,1418656000000.0,34230
A950210,프레스티지바이오파마,6.0,2023,125021951000.0,84373372000.0,546234796000.0,161841000.0,-69572693000.0,-2858766000.0,11469815000.0,179975000.0,617271000000.0,950210
A383310,에코프로에이치엔,12.0,2023,22486793000.0,70910711840.0,110568912130.0,228946023200.0,41780811680.0,33546467250.0,5693887000.0,503709000.0,1053354000000.0,383310
